day,daily_actual_aqi,daily_predicted_aqi,accuracy
2020-11-26,265.71524838853605,269.83936,98.44792231336925
2020-11-27,186.29296493573233,294.62622,41.847908317544004
2020-11-28,239.70645174576185,249.51428,95.90839945718146
2020-11-29,298.17354055690527,231.77997,77.73324481736985
2020-11-30,312.7486073030861,257.20248,82.23936993637938
2020-12-01,283.745355367757,300.6577,94.03959953667851
2020-12-02,430.08351473554944,160.81691,37.39201905679237
2020-12-03,309.80446383378097,242.55478,78.2928612619578
2020-12-04,217.0535135135135,339.41992,43.62385276298782
2020-12-05,419.21293730354773,322.6713,76.9707388425307
2020-12-06,377.28064230207525,263.67148,69.88735935738043
2020-12-07,374.16550276160086,281.5414,75.2451549583125
2020-12-08,118.06913173636777,245.0558,-7.552810618424516
2020-12-09,158.64587439339735,181.3218,85.70658184724566
2020-12-10,272.0985602948457,218.3892,80.26106631948764
2020-12-11,322.0803714375058,320.8177,99.60796013628867
2020-12-12,261.4336036036036,227.8321,87.14721612046236
2020-12-13,201.26517868161707,239.02846,81.2370529232369
2020-12-14,228.80408064556187,341.7701,50.62761550419327
2020-12-15,280.4631708104311,223.1546,79.56645480615154
2020-12-16,232.0975362596639,245.42867,94.25623851234921
2020-12-17,201.64569642227033,245.54451,78.22972954825894
2020-12-18,206.16790133294066,305.77277,51.687501237407155
2020-12-19,201.66982309092046,180.98099,89.74123385194571
2020-12-20,207.74035605679444,234.9132,86.91980835692793
2020-12-21,285.52635300438055,193.21016,67.66806540578536
2020-12-22,309.8672230569615,168.68794,54.43878214698225
2020-12-23,240.59574085716008,217.36665,90.34517929036483
2020-12-24,202.64247747747748,348.79745,27.875448831920664
2020-12-25,368.7022286329024,268.02045,72.69292832080973
2020-12-26,240.8867684192139,313.2411,69.96334795688911
2020-12-27,329.4623337142978,253.1628,76.84119552192719
2020-12-29,219.11504855751429,325.06638,51.64580074604186
2020-12-30,321.5101105441666,168.67458,52.46322596828346
2020-12-31,251.9868365853016,302.82413,79.825418144509
2021-01-01,223.5395045045045,320.27527,56.725427899374395
2021-01-02,382.1328498879133,232.03816,60.721856888123185
2021-01-03,178.68660625852408,276.71988,45.13675370271913
2021-01-04,264.5367631650832,235.96909,89.20086677937604
2021-01-05,198.79323833844384,316.89923,40.58852624679672
2021-01-06,252.36385342808336,247.28946,97.98925474839692
2021-01-07,279.4671307756024,291.75128,95.60443801437874
2021-01-08,357.9702085646115,248.22392,69.34206165502437
2021-01-09,193.86048371023676,227.40042,82.69893028716801
2021-01-10,213.0957145879661,258.96808,78.47335216758712
2021-01-11,201.2928286612182,187.00694,92.90293349881911
2021-01-12,221.37725225225225,273.42804,76.48774353779638
2021-01-13,306.2423531603652,219.30957,71.61307639170913
2021-01-14,174.176699006699,245.92915,58.804791430268104
2021-01-15,279.25276706780323,267.8448,95.91481954147402
2021-01-16,84.84769230769231,213.64845,-51.802314179639325
2021-01-17,309.47747347080235,227.84479,73.62241427214968
2021-01-18,221.1608607068607,287.43732,70.03246597257677
2021-01-19,285.5037413374913,261.9956,91.76608483005742
2021-01-20,321.478978978979,197.66801,61.48707301303591
2021-01-21,307.6349073439633,198.72734,64.59843663841674
2021-01-22,191.6764864864865,349.73752,17.5375995661294
2021-01-23,393.75017679453975,206.64348,52.48085983752637
2021-01-24,391.47954165639953,301.603,77.0418284312001
2021-01-25,233.00655262680587,294.36862,73.66508859617937
2021-01-26,306.15833765414885,291.33408,95.15797549725376
2021-01-28,277.9499537569484,189.60815,68.21665257864251
2021-01-29,258.4351351351351,280.21405,91.57277312682523
2021-01-30,219.62072072072075,249.82935,86.2450934122838
2021-01-31,243.9551068838863,323.06046,67.57380919431598
2021-02-01,156.57202023461164,214.09483,63.261115840992474
2021-02-02,101.72007623007624,160.2141,42.49510813681009
2021-02-03,355.26849058531513,284.2381,80.0065600178166
2021-02-05,297.21893233659193,186.30717,62.68348157298057
2021-02-06,220.720301812361,306.03763,61.3459542865263
2021-02-07,263.48333303283266,386.29962,53.38745447937139
2021-02-08,274.8341318998991,328.1949,80.5843790270408
2021-02-09,277.68287234042555,129.00795,46.458735010110445
2021-02-10,264.677093828318,306.87494,84.05685791461151
2021-02-11,196.96011405901314,217.1274,89.76072812141693
2021-02-12,91.33121440507121,238.36674,-60.991542210219194
2021-02-13,106.92067567567568,186.12463,25.922692114631275
2021-02-14,242.51044264059715,285.4383,82.29855574505977
2021-02-15,316.03476113535424,224.54352,71.05025955364344
2021-02-16,221.16799735874133,245.25183,89.11061546717292
2021-02-17,148.51774943289635,293.58887,2.320686713509602
2021-02-18,232.27272209673788,238.90225,97.14579911033778
2021-02-19,178.81417594989347,201.9928,87.03759264133285
2021-02-20,350.19924833973397,246.45517,70.37569921870427
2021-02-21,429.15375114941486,261.591,60.955077921920065
2021-02-22,305.9448680418599,185.37213,60.59004438743955
2021-02-23,250.12896753581694,283.32452,86.72862375078132
2021-02-24,197.29997420736885,358.6372,18.227443530068413
2021-02-25,281.6117694556258,322.60175,85.44450886087634
2021-02-26,276.1516120145145,214.64621,77.7276685625558
2021-02-27,334.5682446808511,316.91937,94.72488127524093
2021-02-28,271.0989915613447,193.91539,71.52936604368334
2021-03-01,204.76440903849164,303.90277,51.58418280641433
2021-03-02,177.19271162627328,238.28688,65.52105992048487
2021-03-03,178.6128869304596,272.45435,47.46098090380162
2021-03-04,363.21,206.75021,56.92305102366314
2021-03-05,278.2101178838413,168.65811,60.62256572662969
2021-03-06,360.37036442713566,295.62634,82.03403274944132
2021-03-07,258.4627947033418,326.72235,73.59018095845329
2021-03-08,260.18445682384515,243.58936,93.62179372370015
2021-03-09,235.4523961547116,163.61002,69.48751362956415
2021-03-10,293.6184449875407,223.21878,76.02341893985921
2021-03-11,270.6755800657943,291.6957,92.23419816534174
2021-03-12,249.9062958638301,248.89377,99.59483711693484
2021-03-13,276.0020059421123,174.06323,63.06593020138499
2021-03-14,224.76172743068258,217.36275,96.70807822894062
2021-03-15,197.30379857129958,196.83687,99.76334450297061
2021-03-16,221.5327437801454,189.51994,85.54940457262109
2021-03-17,303.9439941537282,276.9615,91.12253972563288
2021-03-18,344.56554954954953,268.17264,77.82920790834578
2021-03-19,186.23764968423583,238.62352,71.8714930616635
2021-03-20,228.2901652166225,275.6886,79.23763672814638
2021-03-21,198.27073774655202,251.18407,73.31258781437145
2021-03-22,236.56185964679116,251.14296,93.83624225405299
2021-03-23,209.91513937541336,183.20128,87.27397139226117
2021-03-24,259.69139979175156,256.36057,98.7173874033273
2021-03-25,189.72574815595365,243.02266,71.90844592058514
2021-03-26,229.91906464094745,246.75714,92.67652010561676
2021-03-27,296.4996996996997,331.82663,88.08534039840447
2021-03-28,353.4565765765766,278.7426,78.86191210413197
2021-03-29,289.5612612612612,216.96857,74.93010838171752
2021-03-30,254.8837224458501,317.81335,75.31045472717202
2021-03-31,232.18921276595748,350.36502,49.10366137245371
2021-04-01,179.69317876895227,256.77692,57.10257992927628
2021-04-02,181.99031886868596,274.55618,49.136929608089474
2021-04-03,227.55082849232662,233.75009,97.27565788202928
2021-04-04,339.4220720720721,275.36816,81.12853780588227
2021-04-05,244.51004558736705,255.90607,95.3392420831674
2021-04-06,360.7416754478398,217.2629,60.226724125245184
2021-04-07,185.86796628029504,224.87085,79.01581207906352
2021-04-08,187.94416724416723,172.0406,91.53814463110695
2021-04-09,199.7356412620909,242.50519,78.5869229668086
2021-04-10,206.96198370064795,287.1858,61.23741864060714
2021-04-11,270.2623092134351,213.51352,79.00232922175273
2021-04-12,272.682475489805,223.52284,81.97183995991104
2021-04-13,221.14031446222933,219.38518,99.20632434018519
2021-04-14,228.72,126.512146,55.3131103515625
2021-04-15,362.65539357770047,296.97162,81.88810201404499
2021-04-16,215.21538461538464,268.59738,75.1960125565316
2021-04-17,254.3388829787234,160.30133,63.02667082949176
2021-04-18,230.69049891232507,213.0436,92.35039820227695
2021-04-19,274.93503893777864,171.6734,62.441441273608696
2021-04-20,214.22119519755992,271.20212,73.40089402927065
2021-04-21,232.9479855365625,236.14754,98.62649522917611
2021-04-22,191.03873178632304,237.30037,75.78415798524252
2021-04-23,141.2657893161057,242.40518,28.404893316142008
2021-04-24,232.23526315789474,348.93036,49.75134519106857
2021-04-25,223.42413796999685,299.35837,66.01341706413025
2021-04-26,442.6462408272182,146.69226,33.139841076713694
2021-04-27,284.0980790364833,204.4287,71.9570848110024
2021-04-28,272.3698070860006,337.72412,76.00530150277861
2021-04-29,255.59393617021274,324.49838,73.04143931166672
2021-04-30,328.6311478905559,232.92229,70.87650957080758
2021-05-01,240.9726593176983,235.13777,97.57861006814045
2021-05-02,243.96761141460607,241.16656,98.85187773206516
2021-05-03,195.52022406281807,333.76556,29.293585579357114
2021-05-04,184.6109495250693,331.15695,20.61900837613787
2021-05-05,367.505,220.15176,59.90442685569329
2021-05-06,245.36021986001873,222.53824,90.69858131540298
2021-05-07,322.49009009009006,204.83022,63.51519682260025
2021-05-08,289.25108997300777,216.98242,75.01524778878043
2021-05-09,248.89242992623818,342.562,62.36543561398321
2021-05-10,218.9684941352681,206.39682,94.25868359895532
2021-05-11,293.989030333525,210.64954,71.65217555697046
2021-05-12,332.28785285285284,305.74228,92.0112716814016
2021-05-13,227.348795831374,206.893,91.00246368779871
2021-05-14,223.56316831847653,162.00308,72.46411986996418
2021-05-15,218.10727250185965,247.47397,86.5356640027905
2021-05-16,272.29591518810696,267.59857,98.27491227420059
2021-05-17,239.67423445100383,221.80014,92.54233809859173
2021-05-18,165.3499805889856,159.90727,96.70837079585301
2021-05-19,141.62883338303152,212.37798,50.04608850409969
2021-05-20,269.81365104706975,203.3416,75.36371778137669
2021-05-21,231.19351351351352,264.794,85.46650711626529
2021-05-22,269.99692476339976,284.09027,94.78018268354572
2021-05-23,233.26530734106078,328.257,59.27740722908227
2021-05-24,203.33313347630448,191.2614,94.06307523299857
2021-05-25,206.46402569838855,228.92488,89.12117730578956
2021-05-26,391.268109035664,264.24835,67.5363889743171
2021-05-27,437.51264137653334,337.29263,77.09323140822322
2021-05-28,322.13353287956033,283.5575,88.02483013254144
2021-05-29,204.43578707596967,298.95773,53.7644815370793
2021-05-30,162.97376185458378,258.74112,41.237560917546986
2021-05-31,343.952454954955,199.94615,58.13191586598327
2021-06-01,296.6097829212191,298.7174,99.28942859382923
2021-06-02,242.34189354492105,163.55058,67.48754022400426
2021-06-03,361.9890336677051,266.59464,73.64715784580684
2021-06-04,369.29410213415554,248.38803,67.26022147941752
2021-06-05,256.30485298266,352.11407,62.619037209235714
2021-06-06,353.513305556942,277.35632,78.45711006696817
2021-06-07,258.5622963321593,161.90231,62.616365776870964
2021-06-08,172.30592883450524,324.5503,11.642991530215426
2021-06-09,354.56021231708405,221.83632,62.56661386792543
2021-06-10,260.6900052687039,343.40665,68.27011400972113
2021-06-11,197.03424565612178,161.17116,81.79855095758403
2021-06-12,239.8782319574917,231.96437,96.70088395875995
2021-06-13,172.2964557661932,233.64177,64.39548720245745
2021-06-14,253.86381117298203,193.27736,76.13426983379307
2021-06-15,210.91104434312365,226.02438,92.83425898872756
2021-06-16,210.23778138241823,217.5926,96.5016638969264
2021-06-17,228.15169220755965,218.64563,95.83344649659706
2021-06-18,200.3194777527053,292.4161,54.02512503615724
2021-06-19,176.5549996799507,278.19904,42.42925085733322
2021-06-20,219.70027242817528,201.94276,91.91739366105973
2021-06-21,276.2208535300316,192.39449,69.65241147251581
2021-06-22,265.7891677517034,282.48367,93.71889174972117
2021-06-23,304.9833389024009,273.0185,89.51915033618072
2021-06-24,215.7551331890822,266.70102,76.38717311380049
2021-06-25,249.5551500393966,448.1713,20.4119229375695
2021-06-26,315.06773049645386,412.74805,68.99704192980006
2021-06-27,198.0310951804437,151.37935,76.4422115713432
2021-06-28,244.41754312167018,177.52368,72.63131744690452
2021-06-29,223.52249341412013,214.96404,96.17109748141357
2021-06-30,148.04588560640556,305.97235,-6.673998281638234
2021-07-01,129.86925440712736,266.73853,-5.390049098477093
2021-07-02,193.18441220050045,250.27312,70.44859664677368
2021-07-03,193.4887545358116,105.43015,54.48903381801086
2021-07-04,193.6988854458556,129.14906,66.67517100734813
2021-07-05,265.1673635383765,295.20218,88.6732609111774
2021-07-06,220.91230971010918,362.40955,35.94868643852071
2021-07-07,157.55060235387464,289.61893,16.174027471225003
2021-07-08,218.93058510638298,461.77756,-10.924187293730299
2021-07-09,249.42388512176407,234.87712,94.1678543965495
2021-07-10,150.24482661400788,232.16321,45.47673737594964
2021-07-11,96.55728898426325,187.40791,5.910133580333593
2021-07-12,118.7088291216819,154.73033,69.65558285281976
2021-07-13,128.54095477386934,159.8388,75.65145565198739
2021-07-14,147.71013031443164,266.5542,19.542370823629952
2021-07-15,187.4663157894737,262.28757,60.08816248716218
2021-07-16,205.39281616226967,149.52481,72.79943553278136
2021-07-17,110.06130653266332,159.64432,54.94964337936979
2021-07-18,101.65282325646604,206.40259,-3.046586684444037
2021-07-19,168.96532809609837,244.54607,55.268492631165685
2021-07-20,252.59870281806874,348.88043,61.88352187216761
2021-07-21,165.3940727081138,303.58762,16.44589132128938
2021-07-22,181.71307379033405,293.0965,38.70368242176415
2021-07-23,210.05891795394928,209.91327,99.9306628290771
2021-07-24,273.3294501490931,328.3723,79.8620806232158
2021-07-25,242.0846965511349,224.62253,92.78675243675532
2021-07-26,259.4944275149754,165.70389,63.85643403841123
2021-07-27,174.24968061025848,142.82343,81.96481324543697
2021-07-28,195.24313595145148,264.27536,64.64294438851068
2021-07-29,136.55694764633006,228.15593,32.92250339665429
2021-07-30,196.7786752430588,223.50858,86.41626174006008
2021-07-31,172.09957671008675,201.83835,82.72002043986309
2021-08-01,204.99441001543983,250.93175,77.59093166607632
2021-08-02,218.35288639535213,159.74948,73.16114929295128
2021-08-03,171.4167709417705,225.34521,68.53957544195092
2021-08-04,158.61236971651374,266.38022,32.055835883444644
2021-08-05,168.9477344573235,281.7167,33.25215562838591
2021-08-06,209.3955334782003,243.81532,83.5623096510033
2021-08-07,215.9862194122468,329.67618,47.362401695974874
2021-08-08,213.3929179442878,234.96321,89.89174836584125
2021-08-09,300.69223737333556,389.47415,70.47415822452307
2021-08-10,171.214286724297,310.1883,18.830367843939726
2021-08-11,138.8354455805547,224.61244,38.21678889179812
2021-08-12,130.68628987586848,199.95828,46.99368031594424
2021-08-13,112.54440831475343,176.70532,42.990580419213295
2021-08-14,174.17010577921164,313.1635,20.196748585214493
2021-08-15,224.96010638297872,426.26874,10.513630773593135
2021-08-17,262.5691719598771,275.40894,95.10995007861779
2021-08-18,366.25138257766014,314.23047,85.79639113945746
2021-08-19,186.1054794520548,183.94363,98.8383762663965
2021-08-20,137.53884861610476,297.0421,-15.969609493321826
2021-08-21,115.5211934228251,226.23085,4.165068316350144
2021-08-22,120.34843531504946,288.56216,-39.77226089499163
2021-08-23,218.95362268206904,275.4013,74.21934253527314
2021-08-24,177.63797000743375,210.38301,81.56641800429618
2021-08-25,156.89214961599671,282.81723,19.737806565323936
2021-08-26,213.1681372063266,212.42442,99.65111390553021
2021-08-27,156.59688453300623,208.81721,66.65302085124975
2021-08-28,216.03908958624567,240.98184,88.45451880836015
2021-08-29,188.14885915745577,315.5332,32.29597854699702
2021-08-30,154.31056402861736,292.14386,10.677991035596051
2021-08-31,145.47117939539638,243.0914,32.893772390644884
2021-09-01,130.47968123371794,212.94539,36.79804642340208
2021-09-02,105.1714828498755,193.70628,15.818624668592633
2021-09-03,107.25457844481421,225.53398,-10.279117771449137
2021-09-04,114.09682689682688,223.62825,4.001341488411214
2021-09-05,178.07198492462314,321.62476,19.384977375572618
2021-09-06,122.94112251700861,211.30537,28.12473985970462
2021-09-07,116.75752691556721,234.76901,-1.073985252312042
2021-09-08,157.855859510547,353.16754,-23.727863253824722
2021-09-09,111.26838023391748,232.74727,-9.176468811226954
2021-09-10,78.35080712678273,234.57904,-99.39581879196413
2021-09-11,63.17579897119581,243.80418,-185.9138909681543
2021-09-12,83.31023237274667,224.38127,-69.33218762177728
2021-09-13,57.29461538461538,254.61859,-244.4023048228077
2021-09-14,73.76767676767676,287.33606,-189.51485550405232
2021-09-15,221.70765147056144,314.09772,58.327975962136584
2021-09-16,157.61113477937994,268.5657,29.60232808320646
2021-09-17,80.62924544220681,211.0703,-61.77883233758064
2021-09-18,107.13789513315812,317.3557,-96.21238357930605
2021-09-19,82.90257510729614,193.41086,-33.298975217568426
2021-09-20,148.005854210006,223.46465,49.01634696917632
2021-09-21,123.65881821665586,254.29228,-5.640233160695914
2021-09-22,91.61417890597478,365.46457,-198.91703823147236
2021-09-23,83.42159949316593,284.41675,-140.93897716523048
2021-09-24,132.63293747188482,276.0875,-8.159073574773743
2021-09-25,139.01825704329028,219.79236,41.89676732172367
2021-09-26,104.0121045610548,300.10562,-88.52951548704556
2021-09-27,162.90558536954546,260.44934,40.122522361960435
2021-09-28,149.9277818574669,282.87244,11.327538486257197
2021-09-29,100.40740137008915,221.78429,-20.88440042537725
2021-09-30,116.65121766350356,306.06204,-62.373636869531936
2021-10-01,158.03828993513815,234.50278,51.61648028724326
2021-10-02,112.37587939698491,157.36053,59.96947431034671
2021-10-03,103.56931653167253,222.86913,-15.188371256708393
2021-10-04,130.68995942587736,267.2981,-4.528409739637922
2021-10-05,158.2359276790943,272.62817,27.70779188591068
2021-10-06,119.79014187626528,215.0653,20.464936222101898
2021-10-07,168.1578336813177,267.4251,40.967795547313756
2021-10-08,197.24956535568535,210.15967,93.45493989313242
2021-10-09,216.96888759414762,229.88371,94.04761423740855
2021-10-10,138.9838680576246,314.68378,-26.417483736311482
2021-10-11,200.1829469665256,156.92159,78.38908731284093
2021-10-12,244.23289442414188,211.51926,86.60555618051451
2021-10-13,177.472828983822,288.53384,37.420834701157176
2021-10-14,176.34928186365994,191.69011,91.30088468342609
2021-10-15,216.03230858639077,152.50357,70.5929458211825
2021-10-16,273.8201540671106,194.67688,71.09662199485109
2021-10-17,179.91700693000692,223.66931,75.68195172874817
2021-10-18,79.8007246176144,199.78093,-50.349768780585805
2021-10-19,102.99519069707512,268.37918,-60.574478373022345
2021-10-20,209.81609965233272,240.8916,85.18917186924183
2021-10-21,142.33050222299443,222.71349,43.52371259897612
2021-10-22,154.23366483078166,244.20882,41.66309164976699
2021-10-23,116.11323232323232,236.64624,-3.8064357519621126
2021-10-24,78.73618437118436,353.51462,-248.98621992317436
2021-10-25,178.13604258322195,234.74248,68.22291883613349
2021-10-26,194.0664866752633,205.71202,93.99920388199384
2021-10-27,173.88716128291352,224.7384,70.75618368703813
2021-10-28,248.87762406847293,272.66028,90.44403676672181
2021-10-29,178.88796486605182,325.99802,17.764142712717714
2021-10-30,207.5074084983073,155.70015,75.03353767603093
2021-10-31,186.33961555270858,322.68954,26.827191995328846
2021-11-01,234.9807539703079,248.95792,94.05178421921998
2021-11-02,207.01637776606955,340.02838,35.74807702804485
2021-11-03,199.2182668486425,308.24707,45.2716835717214
2021-11-04,298.6518018018018,316.24222,94.1100585666481
2021-11-05,284.0314657416678,256.96036,90.46897568022486
2021-11-06,355.5411983484485,308.67758,86.81907560107551
2021-11-07,228.08428464914255,222.51263,97.55719672647787
2021-11-08,252.54144144144144,120.75342,47.81528816796191
2021-11-09,301.9053333333334,223.3332,73.97458127385111
2021-11-10,335.07182947945194,235.52875,70.29201706526553
2021-11-11,370.0375381710825,252.86852,68.33590890925711
2021-11-12,407.44632278125357,211.89015,52.00443349964822
2021-11-13,304.22010339172374,177.89748,58.47656818629848
2021-11-14,264.24416784371755,213.85118,80.92938541476225
2021-11-15,235.70371812275923,264.50034,87.78270542359357
2021-11-16,257.96974302015394,242.88245,94.15152468872571
2021-11-17,292.5072685596989,229.67355,78.51892180242419
2021-11-18,242.20802126157915,165.24577,68.22473196994909
2021-11-19,242.95336230989187,205.68918,84.66200118047192
2021-11-20,254.33798665714303,292.97357,84.80935324368872
2021-11-21,251.87399105161504,279.99667,88.83462225895077
2021-11-22,186.74174979563796,301.21707,38.6985921129892
2021-11-23,204.30120953187003,196.4229,96.14377603977236
2021-11-24,288.04313950982004,187.41899,65.06629229490038
2021-11-25,275.43187755932297,360.00037,69.29604176502772
2021-11-26,342.71297143593785,258.01105,75.28487943780978
2021-11-27,250.5451967298693,232.36368,92.74321799473312
2021-11-28,278.7139473044866,321.97397,84.47870240447189
2021-11-29,215.05165815732778,272.52042,73.27676587343736
2021-11-30,243.73454999195434,186.00392,76.31413827663293
2021-12-01,239.59492070537544,244.15483,98.09682516899055
2021-12-02,260.69385844688776,221.38077,84.91982478650084
2021-12-03,212.9829238940682,214.71533,99.18659763632344
2021-12-04,205.91919628037135,306.72144,51.04767253983677
2021-12-05,192.58778928238723,243.9715,73.31933270997715
2021-12-06,196.9949785929238,246.066,75.09022005521607
2021-12-07,157.2007956890176,285.99133,18.072591964753983
2021-12-08,161.95658587987356,273.8344,30.9211013967643
2021-12-09,198.75214658580515,235.21391,81.6546553059135
2021-12-10,179.1620916754478,330.36633,15.604780052316414
2021-12-11,182.67434165508394,257.56787,59.001615245957154
2021-12-12,187.10567622428042,137.20992,73.33284480191911
2021-12-13,191.14790224318972,243.46364,72.6307558448038
2021-12-14,227.5313801238816,230.74323,98.58839472075195
2021-12-15,212.17853963658393,246.76515,83.69928815600554
2021-12-16,187.522813487882,214.26373,85.7399113607037
2021-12-17,186.4165663389439,303.47055,37.20837879540325
2021-12-18,196.04535077984292,258.01108,68.39214658520345
2021-12-19,166.9928977871444,277.44412,33.858729328660345
2021-12-20,264.0722971548999,384.538,54.38154682344328
2021-12-21,295.66062060663455,313.60504,93.93073691705935
2021-12-22,292.4061614381488,171.05397,58.49875717242581
2021-12-23,286.30758788293036,281.85223,98.44385752080264
2021-12-24,286.9618309947437,193.35706,67.38075757106674
